id,Bestellnummer,Menge,EAN,Name,Variante,Kategorie,L3-EK (privat),Aufschlag Standard,Aufschlag Minimum,VK
CAT01338,"=""801889""",,"=""4262519677678""",Vaporesso Luxe X3 Pod Kit,"=""sheer-red""",Pods,,25%,15%,
CAT01339,"=""801888""",,"=""4262519677708""",Vaporesso Luxe X3 Pod Kit,"=""sheer-pink""",Pods,,25%,15%,
CAT01340,"=""801886""",,"=""4262519677715""",Vaporesso Luxe X3 Pod Kit,"=""gold-silk""",Pods,,25%,15%,
CAT01341,"=""802149""",,"=""4262519677739""",2x Vaporesso Luxe X Dual Mesh Pod Tank Verdampfer,"=""0.4""",Pods,,25%,15%,
CAT01342,"=""802150""",,"=""4262519677746""",2x Vaporesso Luxe X Dual Mesh Pod Tank Verdampfer,"=""0.6""",Pods,,25%,15%,
CAT01343,"=""804058""",,"=""4262445579657""",4x Vaporesso XROS Series Corex 2.0 Pod Tank Verdampfer - 2ml,"=""0.6""",Pods,,25%,15%,
CAT01344,"=""10731001""",,"=""8681655737194""",Adalya Levo Open Pod Kit,"=""black""",Pods,,25%,15%,
CAT01345,"=""10732001""",,"=""8681655737286""",2x Adalya Levo Pod Tank Verdampfer,"=""0.8""",Pods,,25%,15%,
CAT01346,"=""STE5001110""",,"=""4262510829953""",2x 187 Strassenbande 187 POD Prefilled Pod - Slushy,"=""20mg""",Pods,,25%,15%,
CAT01347,"=""STE5001111""",,"=""4262510829984""",2x 187 Strassenbande 187 POD Prefilled Pod - Sunset,"=""20mg""",Pods,,25%,15%,
CAT01348,"=""STE5001112""",,"=""4262510829892""",2x 187 Strassenbande 187 POD Prefilled Pod - Fresh Lemonade,"=""20mg""",Pods,,25%,15%,
CAT01349,"=""STE5001113""",,"=""4262510829922""",2x 187 Strassenbande 187 POD Prefilled Pod - Red Mojito,"=""20mg""",Pods,,25%,15%,
CAT01350,"=""10572004""",,"=""6932570199720""",3x Elfbar ELFX V2.0 Refillable Pod,"=""0.6""",Pods,,25%,15%,
CAT01351,"=""10572005""",,"=""6932570199737""",3x Elfbar ELFX V2.0 Refillable Pod,"=""0.8""",Pods,,25%,15%,
CAT01352,"=""FXP101004""",,"=""6932570199744""",3x Elfbar ELFX V2.0 Refillable Pod (VE = 10 Stk),"=""0.6""",Pods,,25%,15%,
CAT01353,"=""FXP101005""",,"=""6932570199751""",3x Elfbar ELFX V2.0 Refillable Pod (VE = 10 Stk),"=""0.8""",Pods,,25%,15%,
CAT01354,"=""FXP2001004""",,"=""6937080568929""",3x Elfbar ELFX V2.0 Refillable Pod (VE = 200 Stk),"=""0.6""",Pods,,25%,15%,
CAT01355,"=""FXP2001005""",,"=""6937080568936""",3x Elfbar ELFX V2.0 Refillable Pod (VE = 200 Stk),"=""0.8""",Pods,,25%,15%,
CAT01356,"=""2402110""",,"=""4262519678200""",2x DotMod dotAIO Pod Tank Verdampfer,"=""1.0""",Pods,,25%,15%,
CAT01357,"=""2402112""",,"=""4262519678187""",2x DotMod dotAIO Pod Tank Verdampfer,"=""0.3""",Pods,,25%,15%,
CAT01358,"=""2402113""",,"=""4262519678170""",2x DotMod dotAIO Pod Tank Verdampfer,"=""0.2""",Pods,,25%,15%,
CAT01359,"=""2402111""",,"=""4262519678194""",2x DotMod dotAIO Pod Tank Verdampfer,"=""0.6""",Pods,,25%,15%,
CAT01360,"=""10721001""",,"=""6942565211931""",Elfbar ELFX Mini Kit,"=""silver""",ELFBAR,,25%,15%,
CAT01361,"=""10721002""",,"=""6942565211917""",Elfbar ELFX Mini Kit,"=""black""",ELFBAR,,25%,15%,
CAT01362,"=""10721003""",,"=""6942565211924""",Elfbar ELFX Mini Kit,"=""grey""",ELFBAR,,25%,15%,
CAT01363,"=""10721004""",,"=""6942565211986""",Elfbar ELFX Mini Kit,"=""ocean""",ELFBAR,,25%,15%,
CAT01364,"=""10721005""",,"=""6942565211955""",Elfbar ELFX Mini Kit,"=""pink""",ELFBAR,,25%,15%,
CAT01365,"=""XMI101001""",,"=""6942565215137""",Elfbar ELFX Mini Kit (VE = 10 Stk),"=""silver""",ELFBAR,,25%,15%,
CAT01366,"=""XMI101002""",,"=""6942565215151""",Elfbar ELFX Mini Kit (VE = 10 Stk),"=""black""",ELFBAR,,25%,15%,
CAT01367,"=""XMI101003""",,"=""6942565215144""",Elfbar ELFX Mini Kit (VE = 10 Stk),"=""grey""",ELFBAR,,25%,15%,
CAT01368,"=""XMI101004""",,"=""6942565215175""",Elfbar ELFX Mini Kit (VE = 10 Stk),"=""ocean""",ELFBAR,,25%,15%,
CAT01369,"=""XMI101005""",,"=""6942565215168""",Elfbar ELFX Mini Kit (VE = 10 Stk),"=""pink""",ELFBAR,,25%,15%,
CAT01370,"=""XMI100101""",,"=""6942565219722""",Elfbar ELFX Mini Kit (VE = 100 Stk),"=""silver""",ELFBAR,,25%,15%,
CAT01371,"=""XMI100102""",,"=""6942565219746""",Elfbar ELFX Mini Kit (VE = 100 Stk),"=""black""",ELFBAR,,25%,15%,
CAT01372,"=""XMI100103""",,"=""6942565219739""",Elfbar ELFX Mini Kit (VE = 100 Stk),"=""grey""",ELFBAR,,25%,15%,
CAT01373,"=""XMI100104""",,"=""6942565219760""",Elfbar ELFX Mini Kit (VE = 100 Stk),"=""ocean""",ELFBAR,,25%,15%,
CAT01374,"=""XMI100105""",,"=""6942565219753""",Elfbar ELFX Mini Kit (VE = 100 Stk),"=""pink""",ELFBAR,,25%,15%,
CAT01375,"=""10541006""",,"=""6942565220117""",Elfbar Elfa Turbo Pro Refillable Pod Kit,"=""black""",Pods,,25%,15%,
CAT01376,"=""10541007""",,"=""6942565220124""",Elfbar Elfa Turbo Pro Refillable Pod Kit,"=""space-grey""",Pods,,25%,15%,
CAT01377,"=""10541008""",,"=""6942565220100""",Elfbar Elfa Turbo Pro Refillable Pod Kit,"=""navy-blue""",Pods,,25%,15%,
CAT01378,"=""10541010""",,"=""6942565220148""",Elfbar Elfa Turbo Pro Refillable Pod Kit,"=""light-purple""",Pods,,25%,15%,
CAT01379,"=""10541009""",,"=""6942565220131""",Elfbar Elfa Turbo Pro Refillable Pod Kit,"=""maroon""",Pods,,25%,15%,
CAT01380,"=""TUR101006""",,"=""6942565220162""",Elfbar Elfa Turbo Pro Refillable Pod Kit (VE = 10Stk),"=""black""",Pods,,25%,15%,
CAT01381,"=""TUR101007""",,"=""6942565220179""",Elfbar Elfa Turbo Pro Refillable Pod Kit (VE = 10Stk),"=""space-grey""",Pods,,25%,15%,
CAT01382,"=""TUR101008""",,"=""6942565220155""",Elfbar Elfa Turbo Pro Refillable Pod Kit (VE = 10Stk),"=""navy-blue""",Pods,,25%,15%,
CAT01383,"=""TUR101009""",,"=""6942565220186""",Elfbar Elfa Turbo Pro Refillable Pod Kit (VE = 10Stk),"=""maroon""",Pods,,25%,15%,
CAT01384,"=""TUR101010""",,"=""6942565220193""",Elfbar Elfa Turbo Pro Refillable Pod Kit (VE = 10Stk),"=""light-purple""",Pods,,25%,15%,
CAT01385,"=""TUR201006""",,"=""6942565219791""",Elfbar Elfa Turbo Pro Refillable Pod Kit (VE = 100Stk),"=""black""",Pods,,25%,15%,
CAT01386,"=""TUR201007""",,"=""6942565219807""",Elfbar Elfa Turbo Pro Refillable Pod Kit (VE = 100Stk),"=""space-grey""",Pods,,25%,15%,
CAT01387,"=""TUR201008""",,"=""6942565219784""",Elfbar Elfa Turbo Pro Refillable Pod Kit (VE = 100Stk),"=""navy-blue""",Pods,,25%,15%,
CAT01388,"=""TUR201009""",,"=""6942565219814""",Elfbar Elfa Turbo Pro Refillable Pod Kit (VE = 100Stk),"=""maroon""",Pods,,25%,15%,
CAT01389,"=""TUR201010""",,"=""6942565219821""",Elfbar Elfa Turbo Pro Refillable Pod Kit (VE = 100Stk),"=""light-purple""",Pods,,25%,15%,
CAT01390,"=""10571006""",,"=""6942565214994""",Elfbar ELFX 2 Refillable Kit,"=""matte-black""",ELFBAR,,25%,15%,
CAT01391,"=""10571008""",,"=""6942565214987""",Elfbar ELFX 2 Refillable Kit,"=""space-grey""",ELFBAR,,25%,15%,
CAT01392,"=""10571007""",,"=""6942565214970""",Elfbar ELFX 2 Refillable Kit,"=""titanium-silver""",ELFBAR,,25%,15%,
CAT01393,"=""10571009""",,"=""6942565215045""",Elfbar ELFX 2 Refillable Kit,"=""ocean-blue""",ELFBAR,,25%,15%,
CAT01394,"=""10571010""",,"=""6942565215021""",Elfbar ELFX 2 Refillable Kit,"=""berry-pink""",ELFBAR,,25%,15%,
CAT01395,"=""FX1001006""",,"=""6942565219852""",Elfbar ELFX 2 Refillable Kit (VE = 100Stk),"=""matte-black""",ELFBAR,,25%,15%,
CAT01396,"=""FX1001007""",,"=""6942565219838""",Elfbar ELFX 2 Refillable Kit (VE = 100Stk),"=""titanium-silver""",ELFBAR,,25%,15%,
CAT01397,"=""FX1001008""",,"=""6942565219845""",Elfbar ELFX 2 Refillable Kit (VE = 100Stk),"=""space-grey""",ELFBAR,,25%,15%,
CAT01398,"=""FX1001009""",,"=""6942565219876""",Elfbar ELFX 2 Refillable Kit (VE = 100Stk),"=""ocean-blue""",ELFBAR,,25%,15%,
CAT01399,"=""FX1001010""",,"=""6942565219869""",Elfbar ELFX 2 Refillable Kit (VE = 100Stk),"=""berry-pink""",ELFBAR,,25%,15%,
CAT01400,"=""FX101006""",,"=""6942565220223""",Elfbar ELFX 2 Refillable Kit (VE = 10Stk),"=""matte-black""",ELFBAR,,25%,15%,
CAT01401,"=""FX101007""",,"=""6942565220209""",Elfbar ELFX 2 Refillable Kit (VE = 10Stk),"=""titanium-silver""",ELFBAR,,25%,15%,
CAT01402,"=""FX101008""",,"=""6942565220216""",Elfbar ELFX 2 Refillable Kit (VE = 10Stk),"=""space-grey""",ELFBAR,,25%,15%,
CAT01403,"=""FX101009""",,"=""6942565220247""",Elfbar ELFX 2 Refillable Kit (VE = 10Stk),"=""ocean-blue""",ELFBAR,,25%,15%,
CAT01404,"=""FX101010""",,"=""6942565220230""",Elfbar ELFX 2 Refillable Kit (VE = 10Stk),"=""berry-pink""",ELFBAR,,25%,15%,
CAT01405,"=""10651006""",,"=""6942565234923""",Elfbar ELFX Pro Refillable Kit V2.0 Pods,"=""black""",Pods,,25%,15%,
CAT01406,"=""10651009""",,"=""6942565234954""",Elfbar ELFX Pro Refillable Kit V2.0 Pods,"=""forest""",Pods,,25%,15%,
CAT01407,"=""10651010""",,"=""6942565234961""",Elfbar ELFX Pro Refillable Kit V2.0 Pods,"=""cowboy-brown""",Pods,,25%,15%,
CAT01408,"=""10651007""",,"=""6942565234930""",Elfbar ELFX Pro Refillable Kit V2.0 Pods,"=""white""",Pods,,25%,15%,
CAT01409,"=""10651008""",,"=""6942565234947""",Elfbar ELFX Pro Refillable Kit V2.0 Pods,"=""pink""",Pods,,25%,15%,
CAT01410,"=""EXP10101""",,"=""6942565234978""",Elfbar ELFX Pro Refillable Kit V2.0 Pods (VE = 10Stk),"=""black""",Pods,,25%,15%,
CAT01411,"=""EXP10102""",,"=""6942565234985""",Elfbar ELFX Pro Refillable Kit V2.0 Pods (VE = 10Stk),"=""white""",Pods,,25%,15%,
CAT01412,"=""EXP10103""",,"=""6942565234992""",Elfbar ELFX Pro Refillable Kit V2.0 Pods (VE = 10Stk),"=""pink""",Pods,,25%,15%,
CAT01413,"=""EXP10104""",,"=""6942565235005""",Elfbar ELFX Pro Refillable Kit V2.0 Pods (VE = 10Stk),"=""forest""",Pods,,25%,15%,
CAT01414,"=""EXP10105""",,"=""6942565235012""",Elfbar ELFX Pro Refillable Kit V2.0 Pods (VE = 10Stk),"=""cowboy-brown""",Pods,,25%,15%,
CAT01415,"=""EXP100106""",,"=""6942565219678""",Elfbar ELFX Pro Refillable Kit V2.0 Pods (VE = 100Stk),"=""black""",Pods,,25%,15%,
CAT01416,"=""EXP100107""",,"=""6942565219685""",Elfbar ELFX Pro Refillable Kit V2.0 Pods (VE = 100Stk),"=""white""",Pods,,25%,15%,
CAT01417,"=""EXP100108""",,"=""6942565219692""",Elfbar ELFX Pro Refillable Kit V2.0 Pods (VE = 100Stk),"=""pink""",Pods,,25%,15%,
CAT01418,"=""EXP100109""",,"=""6942565219708""",Elfbar ELFX Pro Refillable Kit V2.0 Pods (VE = 100Stk),"=""forest""",Pods,,25%,15%,
CAT01419,"=""EXP100110""",,"=""6942565219715""",Elfbar ELFX Pro Refillable Kit V2.0 Pods (VE = 100Stk),"=""cowboy-brown""",Pods,,25%,15%,
CAT01420,"=""8101583""",,"=""4262519678255""",OXVA Xlim Go Lite Pod Kit,"=""black""",Pods,,25%,15%,
CAT01421,"=""8101584""",,"=""4262519678248""",OXVA Xlim Go Lite Pod Kit,"=""black-carbon""",Pods,,25%,15%,
CAT01422,"=""8101587""",,"=""4262519678286""",OXVA Xlim Go Lite Pod Kit,"=""brown""",Pods,,25%,15%,
CAT01423,"=""8101586""",,"=""4262519678279""",OXVA Xlim Go Lite Pod Kit,"=""light-blue""",Pods,,25%,15%,
CAT01424,"=""8101589""",,"=""4262519678309""",OXVA Xlim Go Lite Pod Kit,"=""light-purple""",Pods,,25%,15%,
CAT01425,"=""8101590""",,"=""4262519678316""",OXVA Xlim Go Lite Pod Kit,"=""light-pink""",Pods,,25%,15%,
CAT01426,"=""8101588""",,"=""4262519678293""",OXVA Xlim Go Lite Pod Kit,"=""mist-white""",Pods,,25%,15%,
CAT01427,"=""8101585""",,"=""4262519678262""",OXVA Xlim Go Lite Pod Kit,"=""mist-blue""",Pods,,25%,15%,
CAT01428,"=""801713""",,"=""4262519671584""",Vaporesso Luxe XR Max 2 Pod Kit,"=""silver""",Pods,,25%,15%,
CAT01429,"=""801714""",,"=""4262519671560""",Vaporesso Luxe XR Max 2 Pod Kit,"=""black""",Pods,,25%,15%,
CAT01430,"=""801716""",,"=""4262519671591""",Vaporesso Luxe XR Max 2 Pod Kit,"=""blue""",Pods,,25%,15%,
CAT01431,"=""801719""",,"=""4262519671621""",Vaporesso Luxe XR Max 2 Pod Kit,"=""imperial-red-leather""",Pods,,25%,15%,
CAT01432,"=""801718""",,"=""4262519671614""",Vaporesso Luxe XR Max 2 Pod Kit,"=""red""",Pods,,25%,15%,
CAT01433,"=""801717""",,"=""4262519671607""",Vaporesso Luxe XR Max 2 Pod Kit,"=""storm-blue""",Pods,,25%,15%,
CAT01434,"=""801715""",,"=""4262519671577""",Vaporesso Luxe XR Max 2 Pod Kit,"=""dark-black-leather""",Pods,,25%,15%,
CAT01435,"=""801720""",,"=""4262519671638""",Vaporesso Luxe XR Max 2 Pod Kit,"=""flowing-purple""",Pods,,25%,15%,
CAT01436,"=""801902""",,"=""4262519678521""",Vaporesso Luxe XR Max 2 Pod Kit,"=""grey-leather""",Pods,,25%,15%,
CAT01437,"=""801903""",,"=""4262519678538""",Vaporesso Luxe XR Max 2 Pod Kit,"=""mocha-leather""",Pods,,25%,15%,
CAT01438,"=""801904""",,"=""4262519678545""",Vaporesso Luxe XR Max 2 Pod Kit,"=""cloud-pink""",Pods,,25%,15%,
CAT01439,"=""801905""",,"=""4262519678552""",Vaporesso Luxe XR Max 2 Pod Kit,"=""fog-gold""",Pods,,25%,15%,
CAT01440,"=""2502124""",,"=""4262519677623""",2x Voopoo Doric Go Pod Tank Verdampfer,"=""0.6""",Pods,,25%,15%,
CAT01441,"=""2502125""",,"=""4262519677630""",2x Voopoo Doric Go Pod Tank Verdampfer,"=""1.0""",Pods,,25%,15%,
CAT01442,"=""2502126""",,"=""4262519678002""",2x Voopoo Doric Go Pod Tank Verdampfer,"=""0.4""",Pods,,25%,15%,
CAT01443,"=""2402114""",,"=""4262519678217""",DotMod dotpod Max RBA,,Pods,,25%,15%,
CAT01444,"=""2401184""",,"=""4262519678095""",DotMod dotPod Max Kit - Ripple Edition,"=""silver""",Pods,,25%,15%,
CAT01445,"=""2401185""",,"=""4262519678101""",DotMod dotPod Max Kit - Ripple Edition,"=""gold""",Pods,,25%,15%,
CAT01446,"=""1601534""",,"=""4262519678767""",Uwell Caliburn G5 Pod Kit,"=""black-carbon""",Pods,,25%,15%,
CAT01447,"=""1601535""",,"=""4262519678774""",Uwell Caliburn G5 Pod Kit,"=""black-gold""",Pods,,25%,15%,
CAT01448,"=""1601536""",,"=""4262519678781""",Uwell Caliburn G5 Pod Kit,"=""silver-marble""",Pods,,25%,15%,
CAT01449,"=""1601537""",,"=""4262519678798""",Uwell Caliburn G5 Pod Kit,"=""navy-ripples""",Pods,,25%,15%,
CAT01450,"=""1601538""",,"=""4262519678804""",Uwell Caliburn G5 Pod Kit,"=""orange-feathers""",Pods,,25%,15%,
CAT01451,"=""1601539""",,"=""4262519678811""",Uwell Caliburn G5 Pod Kit,"=""aurora-feathers""",Pods,,25%,15%,
CAT01452,"=""1601540""",,"=""4262519678828""",Uwell Caliburn G5 Pod Kit,"=""mystic-forest""",Pods,,25%,15%,
CAT01453,"=""1601543""",,"=""4262519678859""",Uwell Caliburn G5 Lite SE Pod Kit,"=""blue-leather""",Pods,,25%,15%,
CAT01454,"=""1601544""",,"=""4262519678835""",Uwell Caliburn G5 Lite SE Pod Kit,"=""black-leather""",Pods,,25%,15%,
CAT01455,"=""1601546""",,"=""4262519678866""",Uwell Caliburn G5 Lite SE Pod Kit,"=""brown-leather""",Pods,,25%,15%,
CAT01456,"=""1601545""",,"=""4262519678842""",Uwell Caliburn G5 Lite SE Pod Kit,"=""gray-leather""",Pods,,25%,15%,
CAT01457,"=""1601549""",,"=""4262519678897""",Uwell Caliburn G5 Lite SE Pod Kit,"=""white-leather""",Pods,,25%,15%,
CAT01458,"=""1601550""",,"=""4262519678903""",Uwell Caliburn G5 Lite SE Pod Kit,"=""pink-leather""",Pods,,25%,15%,
CAT01459,"=""1601547""",,"=""4262519678873""",Uwell Caliburn G5 Lite SE Pod Kit,"=""purple-leather""",Pods,,25%,15%,
CAT01460,"=""1601548""",,"=""4262519678880""",Uwell Caliburn G5 Lite SE Pod Kit,"=""orange-leather""",Pods,,25%,15%,
CAT01461,"=""1602167""",,"=""4262519678910""",3x Uwell Caliburn GPP Alpha Pod Tank Verdampfer,"=""0.4""",Pods,,25%,15%,
CAT01462,"=""1602168""",,"=""4262519678927""",3x Uwell Caliburn GPP Alpha Pod Tank Verdampfer,"=""0.6""",Pods,,25%,15%,
CAT01463,"=""1602170""",,"=""4262519678941""",3x Uwell Caliburn GPP Alpha Pod Tank Verdampfer,"=""1.2""",Pods,,25%,15%,
CAT01464,"=""1602169""",,"=""4262519678934""",3x Uwell Caliburn GPP Alpha Pod Tank Verdampfer,"=""0.9""",Pods,,25%,15%,
CAT01465,"=""8101597""",,"=""4262519678965""",OXVA Unione Pod Kit,"=""silver-gray""",Pods,,25%,15%,
CAT01466,"=""8101598""",,"=""4262519678958""",OXVA Unione Pod Kit,"=""black-carbon""",Pods,,25%,15%,
CAT01467,"=""8101602""",,"=""4262519679009""",OXVA Unione Pod Kit,"=""light-purple""",Pods,,25%,15%,
CAT01468,"=""8101603""",,"=""4262519679016""",OXVA Unione Pod Kit,"=""blossom-pink""",Pods,,25%,15%,
CAT01469,"=""8101600""",,"=""4262519678989""",OXVA Unione Pod Kit,"=""glacier-blue""",Pods,,25%,15%,
CAT01470,"=""8101599""",,"=""4262519678972""",OXVA Unione Pod Kit,"=""sapphire-blue""",Pods,,25%,15%,
CAT01471,"=""8101601""",,"=""4262519678996""",OXVA Unione Pod Kit,"=""mint-green""",Pods,,25%,15%,
CAT01472,"=""8102124""",,"=""4262519679023""",OXVA Unione Pod Tank Verdampfer,"=""0.8""",Pods,,25%,15%,
CAT01473,"=""8101606""",,"=""4262519679030""",OXVA Slimstick X Pod Kit,"=""black""",Pods,,25%,15%,
CAT01474,"=""8101607""",,"=""4262519679047""",OXVA Slimstick X Pod Kit,"=""gray""",Pods,,25%,15%,
CAT01475,"=""8101608""",,"=""4262519679054""",OXVA Slimstick X Pod Kit,"=""blue""",Pods,,25%,15%,
CAT01476,"=""8101609""",,"=""4262519679061""",OXVA Slimstick X Pod Kit,"=""purple""",Pods,,25%,15%,
CAT01477,"=""8101610""",,"=""4262519679085""",OXVA Slimstick X Pod Kit,"=""pink""",Pods,,25%,15%,
CAT01478,"=""8101611""",,"=""4262519679078""",OXVA Slimstick X Pod Kit,"=""gold""",Pods,,25%,15%,
CAT01479,"=""8102125""",,"=""4262519679092""",2x OXVA Slimstick X Pod Tank Verdampfer,"=""1.0""",Pods,,25%,15%,
CAT01480,"=""801908""",,"=""4262519678569""",Vaporesso Eco One Pro Pod Kit - 3 ml Version,"=""midnight-black""",Pods,,25%,15%,
CAT01481,"=""801910""",,"=""4262519678606""",Vaporesso Eco One Pro Pod Kit - 3 ml Version,"=""jade-green""",Pods,,25%,15%,
CAT01482,"=""801911""",,"=""4262519678576""",Vaporesso Eco One Pro Pod Kit - 3 ml Version,"=""platinum-silver""",Pods,,25%,15%,
CAT01483,"=""801913""",,"=""4262519678590""",Vaporesso Eco One Pro Pod Kit - 3 ml Version,"=""wine-red""",Pods,,25%,15%,
CAT01484,"=""801912""",,"=""4262519678583""",Vaporesso Eco One Pro Pod Kit - 3 ml Version,"=""sapphire-blue""",Pods,,25%,15%,
CAT01485,"=""801914""",,"=""4262519678620""",Vaporesso Eco One Pro Pod Kit - 3 ml Version,"=""frost-pink""",Pods,,25%,15%,
CAT01486,"=""801909""",,"=""4262519678613""",Vaporesso Eco One Pro Pod Kit - 3 ml Version,"=""cocoa-brown""",Pods,,25%,15%,
CAT01487,"=""801915""",,"=""4262519678637""",Vaporesso Eco One Pro Pod Kit - 3 ml Version,"=""cosmic-black-leather""",Pods,,25%,15%,
CAT01488,"=""801916""",,"=""4262519678644""",Vaporesso Eco One Pro Pod Kit - 3 ml Version,"=""mocha-brown-leather""",Pods,,25%,15%,
CAT01489,"=""801917""",,"=""4262519678651""",Vaporesso Eco One Pro Pod Kit - 3 ml Version,"=""spring-green-leather""",Pods,,25%,15%,
CAT01490,"=""802151""",,"=""4262519678668""",4x Vaporesso Eco One Mesh T Pod Tank Verdampfer 3 ml,"=""0.8""",Pods,,25%,15%,
CAT01491,"=""801920""",,"=""4262519678705""",Vaporesso Luxe Q3 Pod Kit,"=""black""",Pods,,25%,15%,
CAT01492,"=""801923""",,"=""4262519678729""",Vaporesso Luxe Q3 Pod Kit,"=""red""",Pods,,25%,15%,
CAT01493,"=""801922""",,"=""4262519678712""",Vaporesso Luxe Q3 Pod Kit,"=""blue""",Pods,,25%,15%,
CAT01494,"=""801925""",,"=""4262519678750""",Vaporesso Luxe Q3 Pod Kit,"=""pink""",Pods,,25%,15%,
CAT01495,"=""801921""",,"=""4262519678743""",Vaporesso Luxe Q3 Pod Kit,"=""brown""",Pods,,25%,15%,
CAT01496,"=""801924""",,"=""4262519678736""",Vaporesso Luxe Q3 Pod Kit,"=""green""",Pods,,25%,15%,
CAT01497,"=""801928""",,"=""4262519679351""",Vaporesso Vibe SE 2 Pod Kit,"=""leather-black""",Pods,,25%,15%,
CAT01498,"=""801931""",,"=""4262519679382""",Vaporesso Vibe SE 2 Pod Kit,"=""leather-white""",Pods,,25%,15%,
CAT01499,"=""801929""",,"=""4262519679375""",Vaporesso Vibe SE 2 Pod Kit,"=""leather-grey""",Pods,,25%,15%,
CAT01500,"=""801930""",,"=""4262519679405""",Vaporesso Vibe SE 2 Pod Kit,"=""leather-brown""",Pods,,25%,15%,
CAT01501,"=""801932""",,"=""4262519679399""",Vaporesso Vibe SE 2 Pod Kit,"=""leather-pink""",Pods,,25%,15%,
CAT01502,"=""801933""",,"=""4262519679344""",Vaporesso Vibe SE 2 Pod Kit,"=""gleaming-black""",Pods,,25%,15%,
CAT01503,"=""801934""",,"=""4262519679368""",Vaporesso Vibe SE 2 Pod Kit,"=""gleaming-grey""",Pods,,25%,15%,
CAT01504,"=""801935""",,"=""4262519679429""",Vaporesso Vibe SE 2 Pod Kit,"=""gleaming-purple""",Pods,,25%,15%,
CAT01505,"=""801936""",,"=""4262519679412""",Vaporesso Vibe SE 2 Pod Kit,"=""gleaming-gold""",Pods,,25%,15%,
CAT01506,"=""802152""",,"=""4262519679436""",3x Vaporesso Vibe Dual Mesh Smart Pod Tank Verdampfer,"=""0.6 / 0.8""",Pods,,25%,15%,
CAT01507,"=""802153""",,"=""4262519679443""",3x Vaporesso Vibe Dual Mesh Smart Pod Tank Verdampfer,"=""0.7 / 1.0""",Pods,,25%,15%,
CAT01508,"=""2501926""",,"=""4262519679177""",Voopoo Argus G4 Pod Kit,"=""black""",Pods,,25%,15%,
CAT01509,"=""2501927""",,"=""4262519679184""",Voopoo Argus G4 Pod Kit,"=""silver""",Pods,,25%,15%,
CAT01510,"=""2501928""",,"=""4262519679191""",Voopoo Argus G4 Pod Kit,"=""gray""",Pods,,25%,15%,
CAT01511,"=""2501931""",,"=""4262519679221""",Voopoo Argus G4 Pod Kit,"=""brown""",Pods,,25%,15%,
CAT01512,"=""2501929""",,"=""4262519679207""",Voopoo Argus G4 Pod Kit,"=""blue""",Pods,,25%,15%,
CAT01513,"=""2501933""",,"=""4262519679245""",Voopoo Argus G4 Pod Kit,"=""orange""",Pods,,25%,15%,
CAT01514,"=""2501932""",,"=""4262519679238""",Voopoo Argus G4 Pod Kit,"=""purple""",Pods,,25%,15%,
CAT01515,"=""2501930""",,"=""4262519679214""",Voopoo Argus G4 Pod Kit,"=""green""",Pods,,25%,15%,
CAT01516,"=""2501934""",,"=""4262519679252""",Voopoo Argus G4 Mini Pod Kit,"=""black""",Pods,,25%,15%,
CAT01517,"=""2501935""",,"=""4262519679269""",Voopoo Argus G4 Mini Pod Kit,"=""silver""",Pods,,25%,15%,
CAT01518,"=""2501936""",,"=""4262519679276""",Voopoo Argus G4 Mini Pod Kit,"=""blue""",Pods,,25%,15%,
CAT01519,"=""2501940""",,"=""4262519679313""",Voopoo Argus G4 Mini Pod Kit,"=""tarnish""",Pods,,25%,15%,
CAT01520,"=""2501938""",,"=""4262519679290""",Voopoo Argus G4 Mini Pod Kit,"=""cyan-blue""",Pods,,25%,15%,
CAT01521,"=""2501937""",,"=""4262519679283""",Voopoo Argus G4 Mini Pod Kit,"=""green-gradient""",Pods,,25%,15%,
CAT01522,"=""2501941""",,"=""4262519679320""",Voopoo Argus G4 Mini Pod Kit,"=""orange""",Pods,,25%,15%,
CAT01523,"=""2501939""",,"=""4262519679306""",Voopoo Argus G4 Mini Pod Kit,"=""purple""",Pods,,25%,15%,
CAT01524,"=""2502130""",,"=""4262519679337""",3x Voopoo Argus Multi Ohm Pod Tank Verdampfer,"=""0.4 / 0.7 / 1.0""",Pods,,25%,15%,
CAT01525,"=""801939""",,"=""4262519679856""",Vaporesso XROS 6 Mini Pod Kit,"=""black""",Pods,,25%,15%,
CAT01526,"=""801942""",,"=""4262519679887""",Vaporesso XROS 6 Mini Pod Kit,"=""titanium-silver""",Pods,,25%,15%,
CAT01527,"=""801940""",,"=""4262519679863""",Vaporesso XROS 6 Mini Pod Kit,"=""brown""",Pods,,25%,15%,
CAT01528,"=""801941""",,"=""4262519679870""",Vaporesso XROS 6 Mini Pod Kit,"=""titanium-black""",Pods,,25%,15%,
CAT01529,"=""801943""",,"=""4262519679894""",Vaporesso XROS 6 Mini Pod Kit,"=""plume-pink""",Pods,,25%,15%,
CAT01530,"=""801944""",,"=""4262519679900""",Vaporesso XROS 6 Mini Pod Kit,"=""plume-blue""",Pods,,25%,15%,
CAT01531,"=""801945""",,"=""4262519679917""",Vaporesso XROS 6 Mini Pod Kit,"=""plume-white""",Pods,,25%,15%,
CAT01532,"=""801946""",,"=""4262519679924""",Vaporesso XROS 6 Mini Pod Kit,"=""jelly-pink""",Pods,,25%,15%,
